sku,year,make,model
sku421,2013,make35,model271
sku150,1990,make9,model113
sku835,1996,make9,model38
sku566,2002,make7,model218
sku563,1997,make27,model263
sku625,1993,make31,model345
sku346,2005,make42,model376
sku150,2009,make22,model286
sku792,1992,make6,model471
sku163,1996,make9,model499
sku560,1998,make4,model63
sku863,1995,make29,model213
sku529,1992,make48,model77
sku242,2003,make43,model294
sku207,2006,make17,model178
sku485,2008,make47,model138
sku894,1990,make11,model28
sku314,1999,make3,model437
sku718,1993,make50,model291
sku335,2003,make1,model432
sku656,2012,make1,model449
sku513,2010,make25,model360
sku529,2009,make4,model7
sku594,2013,make15,model244
sku36,2002,make28,model175
sku889,2004,make12,model304
sku721,1995,make10,model28
sku778,1994,make46,model217
sku147,2012,make17,model330
sku793,2009,make19,model161
sku641,2000,make17,model118
sku453,2004,make37,model245
sku129,1996,make42,model9
sku858,1991,make32,model289
sku280,2009,make32,model29
sku3,2003,make25,model75
sku483,2009,make41,model138
sku637,1994,make30,model139
sku640,2012,make26,model46
sku553,1995,make30,model341
sku495,2000,make35,model177
sku478,1997,make47,model379
sku132,2003,make41,model67
sku113,1997,make15,model298
sku124,1992,make44,model380
sku277,2001,make2,model458
sku395,2003,make1,model474
sku780,2004,make32,model138
sku7,1997,make32,model243
sku647,2003,make13,model390
sku121,1991,make46,model117
sku358,1994,make42,model241
sku285,2006,make13,model281
sku162,1996,make24,model279
sku826,2001,make26,model303
sku73,1993,make44,model40
sku458,2002,make29,model52
sku63,2009,make45,model92
sku860,2009,make21,model109
sku989,1995,make35,model137
sku939,2012,make42,model50
sku218,1997,make33,model22
sku797,1993,make33,model435
sku291,2002,make48,model374
sku31,2002,make43,model47
sku315,2007,make14,model88
sku529,2006,make20,model259
sku934,1992,make40,model436
sku30,2004,make49,model124
sku937,2005,make15,model367
sku786,2012,make31,model39
sku461,2003,make42,model246
sku60,2006,make30,model188
sku409,2010,make28,model469
sku551,2012,make23,model242
sku30,1995,make18,model30
sku870,1997,make16,model403
sku955,2004,make27,model370
sku530,1993,make41,model496
sku690,2005,make25,model375
sku315,1991,make7,model362
sku924,2006,make34,model237
sku613,1992,make48,model322
sku359,1997,make36,model114
sku641,1990,make2,model298
sku603,2003,make17,model67
sku712,1993,make7,model201
sku791,2004,make8,model53
sku669,1996,make42,model296
sku946,2001,make4,model280
sku604,1990,make11,model481
sku337,2011,make10,model489
sku912,1995,make29,model258
sku794,2011,make33,model253
sku57,2008,make46,model424
sku375,1991,make48,model22
sku328,2008,make32,model137
sku271,2006,make42,model437
sku722,1990,make42,model30
sku938,1990,make2,model425
sku246,2004,make19,model20
sku513,1990,make28,model285
sku782,2000,make21,model78
sku504,1998,make10,model416
sku149,2009,make6,model210
sku531,2012,make15,model127
sku969,1993,make16,model454
sku151,1998,make38,model199
sku952,1992,make22,model232
sku131,2013,make2,model456
sku429,2000,make4,model467
sku815,1996,make39,model482
sku96,2010,make20,model313
sku803,2006,make44,model386
sku799,1994,make34,model475
sku533,2000,make18,model243
sku552,2008,make48,model341
sku762,2013,make30,model96
sku427,2005,make7,model121
sku924,2011,make11,model10
sku754,2003,make33,model278
sku256,2002,make17,model28
sku710,1990,make1,model121
sku438,1998,make37,model495
sku131,2006,make34,model447
sku653,1996,make5,model40
sku924,1994,make16,model424
sku91,2002,make44,model422
sku105,2002,make20,model181
sku32,2007,make21,model371
sku731,2000,make50,model84
sku768,2006,make8,model450
sku382,2009,make40,model18
sku92,2010,make6,model8
sku78,2000,make44,model85
sku954,2007,make1,model30
sku239,1999,make21,model135
sku139,2010,make1,model435
sku253,2013,make2,model10
sku701,1994,make46,model42
sku21,2007,make6,model56
sku582,1995,make7,model330
sku662,2013,make42,model308
sku716,2010,make34,model477
sku253,1992,make12,model196
sku928,1995,make13,model90
sku227,1997,make10,model464
sku489,1992,make1,model255
sku828,1993,make31,model205
sku356,2007,make4,model9
sku734,2011,make32,model225
sku737,1997,make21,model495
sku403,2005,make19,model165
sku861,2005,make26,model44
sku935,2007,make1,model212
sku828,1990,make47,model328
sku150,2003,make4,model253
sku297,1993,make27,model15
sku29,1993,make24,model383
sku466,2011,make38,model434
sku510,1993,make10,model186
sku774,2006,make23,model355
sku416,2001,make7,model122
sku495,1991,make45,model323
sku614,2013,make8,model455
sku94,2006,make47,model61
sku830,2000,make45,model148
sku302,2005,make9,model406
sku778,1998,make10,model276
sku67,2005,make13,model241
sku112,1999,make37,model304
sku453,2004,make13,model34
sku584,1999,make49,model339
sku74,2011,make40,model452
sku335,2006,make10,model319
sku329,1998,make23,model53
sku722,2005,make33,model395
sku272,2011,make14,model192
sku306,2013,make50,model380
sku618,1995,make42,model101
sku642,2009,make44,model358
sku717,2006,make31,model26
sku362,2009,make35,model345
sku181,1993,make40,model452
sku769,2000,make35,model20
sku366,2013,make22,model336
sku955,1999,make22,model286
sku652,1996,make39,model147
sku54,2005,make1,model386
sku325,2005,make42,model343
sku446,2002,make19,model313
sku648,1994,make27,model208
sku620,1995,make23,model493
sku178,2011,make33,model67
sku288,1991,make36,model470
sku336,2001,make12,model195
sku126,1995,make8,model226
sku866,2013,make7,model156
sku492,2002,make47,model70
sku680,2001,make28,model150
sku682,1990,make15,model430
sku884,2012,make50,model86
sku20,2006,make6,model178
sku173,1998,make38,model149
sku580,2011,make38,model223
sku887,2011,make38,model189
sku395,2006,make26,model38
sku158,1991,make19,model420
sku77,2005,make35,model481
sku593,2006,make7,model306
sku385,1995,make49,model279
sku582,2007,make43,model81
sku619,2004,make31,model253
sku488,1998,make45,model442
sku57,1999,make48,model107
sku467,1997,make3,model272
sku984,2008,make26,model288
sku440,2005,make10,model413
sku876,1993,make20,model229
sku869,1995,make31,model244
sku840,1995,make50,model164
sku590,2010,make11,model323
sku270,1993,make43,model369
sku495,2011,make14,model239
sku662,2008,make3,model51
sku418,1995,make47,model147
sku397,1997,make38,model133
sku544,1998,make38,model192
sku595,2007,make36,model92
sku616,2012,make42,model443
sku86,2006,make32,model290
sku601,2011,make3,model132
sku684,1992,make19,model51
sku353,1996,make20,model375
sku596,1993,make1,model70
sku514,2008,make27,model55
sku511,1995,make15,model63
sku154,1992,make1,model120
sku811,2005,make41,model206
sku533,2011,make34,model108
sku987,1990,make16,model170
sku326,2007,make5,model461
sku855,1992,make4,model184
sku872,2003,make24,model191
sku817,2008,make26,model485
sku890,2002,make11,model350
sku150,1990,make6,model342
sku903,2008,make45,model445
sku821,1995,make12,model74
sku926,1997,make4,model391
sku422,1993,make8,model147
sku712,2004,make34,model265
sku392,1994,make25,model141
sku698,2006,make50,model424
sku734,1992,make27,model318
sku876,2000,make27,model349
sku645,2008,make43,model285
sku70,2011,make18,model246
sku40,2001,make40,model376
sku122,2000,make14,model257
sku637,2008,make40,model168
sku485,2008,make10,model109
sku868,2007,make43,model372
sku142,1999,make22,model393
sku131,1996,make18,model100
sku194,2006,make35,model117
sku203,2001,make50,model162
sku930,1996,make42,model284
sku44,2005,make46,model264
sku408,1991,make38,model138
sku796,2004,make1,model469
sku977,2001,make37,model54
sku742,1991,make16,model468
sku783,2013,make9,model493
sku471,1993,make16,model201
sku420,1993,make49,model232
sku778,2010,make50,model93
sku951,2007,make24,model374
sku335,2001,make35,model156
sku938,1999,make21,model340
sku485,2007,make31,model134
sku720,2008,make13,model95
sku939,2003,make30,model179
sku706,2003,make42,model242
sku424,2009,make34,model187
sku546,1993,make6,model440
sku608,2009,make10,model273
sku211,2004,make12,model348
sku329,2010,make49,model24
sku625,1995,make12,model282
sku775,2009,make47,model241
sku383,2007,make49,model404
sku551,2005,make9,model49
sku759,1997,make49,model184
sku104,1993,make46,model157
sku773,1993,make1,model51
sku976,2013,make8,model301
sku185,1999,make9,model480
sku214,1992,make22,model299
sku824,1999,make21,model188
sku33,2003,make24,model396
sku883,2000,make8,model493
sku614,1991,make15,model194
sku206,1997,make25,model91
sku278,2005,make40,model231
sku26,2012,make22,model120
sku28,2010,make42,model426
sku261,1995,make12,model147
sku822,2006,make5,model352
sku144,1995,make35,model379
sku312,2013,make8,model259
sku296,2005,make35,model287
sku271,2001,make2,model148
sku423,2000,make27,model226
sku313,1998,make16,model287
sku610,2002,make44,model216
sku225,2012,make7,model185
sku193,2009,make7,model252
sku813,1996,make2,model54
sku901,2007,make34,model86
sku197,2007,make24,model310
sku167,1990,make4,model240
sku372,1998,make3,model491
sku900,2012,make21,model62
sku869,2003,make25,model31
sku372,2004,make29,model92
sku886,2004,make15,model394
sku303,2013,make48,model250
sku684,2000,make6,model425
sku425,1994,make17,model398
sku558,1999,make39,model229
sku299,1994,make30,model84
sku738,1991,make12,model55
sku689,2009,make15,model288
sku377,2004,make19,model340
sku555,1997,make9,model120
sku741,1997,make5,model83
sku481,2000,make49,model20
sku798,2007,make25,model48
sku928,1991,make14,model333
sku147,2001,make39,model418
sku282,1991,make21,model329
sku650,2008,make17,model103
sku88,2002,make23,model415
sku808,2002,make50,model144
sku947,2012,make17,model373
sku692,2009,make42,model310
sku897,1992,make15,model22
sku591,1991,make44,model436
sku122,1996,make27,model386
sku59,2010,make49,model74
sku380,2000,make49,model94
sku948,2013,make24,model448
sku922,2009,make32,model307
sku623,2001,make12,model260
sku580,2002,make29,model85
sku570,2000,make3,model346
sku731,2003,make24,model395
sku438,2000,make47,model409
sku855,2011,make1,model401
sku879,2001,make35,model401
sku283,1998,make21,model453
sku812,2005,make22,model196
sku159,2013,make29,model364
sku429,2004,make21,model80
sku175,2011,make48,model306
sku317,2011,make22,model86
sku795,2000,make49,model337
sku916,2006,make24,model100
sku2,2011,make6,model407
sku532,2002,make11,model345
sku515,2008,make21,model472
sku367,2010,make6,model271
sku716,1991,make8,model16
sku933,2003,make11,model364
sku18,1994,make21,model467
sku843,2010,make7,model422
sku761,1995,make33,model147
sku763,2010,make50,model139
sku623,1999,make12,model495
sku234,1997,make27,model475
sku373,2006,make50,model153
sku264,1994,make2,model141
sku359,2000,make11,model101
sku307,1998,make3,model34
sku580,2006,make18,model172
sku560,1998,make32,model92
sku740,2010,make9,model487
sku165,2006,make47,model269
sku382,2011,make43,model323
sku88,2011,make47,model224
sku310,1993,make33,model308
sku484,2006,make35,model32
sku392,1991,make21,model476
sku384,1990,make7,model62
sku868,1997,make5,model17
sku5,1990,make29,model194
sku923,1999,make2,model5
sku290,2012,make23,model300
sku95,1992,make11,model289
sku794,2011,make32,model93
sku940,1991,make7,model162
sku72,1996,make23,model470
sku576,2002,make49,model290
sku560,2002,make49,model241
sku954,2013,make25,model122
sku953,2012,make43,model24
sku50,1991,make32,model422
sku952,1996,make2,model446
sku310,1993,make11,model191
sku437,2005,make16,model6
sku199,1996,make30,model380
sku830,2003,make12,model392
sku555,2007,make2,model254
sku678,2010,make28,model364
sku921,1994,make29,model437
sku443,2004,make39,model376
sku765,2013,make7,model101
sku634,2000,make11,model417
sku740,2009,make30,model285
sku361,2009,make18,model458
sku561,1999,make22,model120
sku243,2013,make49,model82
sku156,2002,make2,model299
sku135,2009,make18,model450
sku776,2001,make5,model205
sku931,1997,make13,model335
sku115,2009,make12,model238
sku663,2004,make20,model112
sku967,2009,make24,model105
sku791,2000,make19,model474
sku963,1999,make28,model49
sku208,2011,make50,model492
sku374,1992,make20,model152
sku407,2005,make49,model261
sku467,1995,make50,model65
sku802,1999,make18,model384
sku201,2009,make49,model496
sku241,1998,make47,model102
sku756,2001,make16,model482
sku376,1997,make48,model375
sku391,1998,make3,model399
sku973,1990,make16,model220
sku239,1997,make29,model20
sku704,2012,make41,model453
sku733,2008,make45,model487
sku131,2010,make9,model444
sku316,2001,make43,model346
sku773,2009,make23,model82
sku135,2001,make49,model54
sku520,1996,make28,model379
sku597,1992,make40,model150
sku33,2004,make11,model383
sku387,1992,make37,model259
sku934,2011,make21,model125
sku392,1996,make48,model83
sku50,1999,make17,model93
sku874,1996,make15,model197
sku570,2010,make8,model83
sku951,2012,make24,model492
sku551,2006,make38,model469
sku768,2001,make23,model351
sku401,2010,make48,model396
sku111,2011,make48,model80
sku271,1996,make18,model72
sku574,2005,make27,model72
sku473,2006,make16,model212
sku635,2008,make21,model93
sku443,1993,make7,model105
sku639,2003,make46,model20
sku433,2010,make42,model272
sku751,2008,make36,model11
sku71,1991,make9,model323
sku682,2006,make40,model78
sku389,1992,make29,model12
sku870,2013,make11,model156
sku136,1997,make27,model388
sku906,2000,make41,model170
sku293,2005,make45,model22
sku431,2004,make4,model251
sku632,1995,make8,model157
sku930,2012,make24,model159
sku29,1991,make17,model449
sku28,2003,make11,model82
sku878,2007,make47,model392
sku162,2008,make7,model227
sku395,1990,make25,model413
sku589,2003,make17,model111
sku788,2001,make27,model359
sku408,1990,make2,model218
sku48,1998,make17,model38
sku922,2003,make12,model400
sku273,1994,make30,model218
sku927,2006,make45,model161
sku709,1999,make8,model149
sku945,2001,make26,model366
sku950,1991,make23,model179
sku56,2001,make40,model52
sku857,1993,make9,model390
sku668,1999,make29,model471
sku593,1993,make19,model260
sku865,1996,make43,model287
sku647,2013,make44,model296
sku464,1999,make17,model207
sku442,2008,make39,model249
sku254,2003,make30,model56
sku688,2008,make45,model178
sku194,2001,make15,model393
sku627,2006,make16,model246
sku932,1993,make4,model289
sku135,2012,make9,model300
sku326,2001,make1,model384
sku262,2008,make14,model258
sku343,2010,make32,model15
sku642,2002,make20,model418
sku980,2006,make32,model303
sku350,2012,make5,model141
sku73,1993,make43,model104
sku98,1990,make41,model212
sku517,2009,make10,model390
sku599,2000,make15,model471
sku319,2012,make49,model480
sku432,1998,make40,model206
sku36,1999,make1,model193
sku343,1992,make34,model208
sku276,2002,make32,model187
sku550,2000,make40,model34
sku244,2013,make43,model421
sku440,1993,make40,model379
sku57,2008,make36,model245
sku109,2002,make45,model73
sku929,2011,make27,model136
sku30,1994,make35,model153
sku718,1997,make34,model134
sku734,2001,make17,model489
sku458,1994,make41,model449
sku317,2004,make33,model187
sku354,1998,make44,model232
sku886,2008,make31,model408
sku678,1993,make5,model354
sku331,2008,make1,model24
sku78,2006,make16,model406
sku163,2005,make40,model311
sku826,2004,make26,model71
sku209,1994,make26,model282
sku547,1999,make2,model217
sku138,2005,make13,model408
sku769,1997,make27,model50
sku104,2002,make8,model91
sku225,2001,make50,model194
sku110,2008,make1,model468
sku389,2002,make4,model299
sku699,2004,make8,model123
sku969,1994,make34,model53
sku816,2012,make46,model292
sku257,2000,make35,model180
sku977,2009,make28,model101
sku292,2002,make30,model201
sku316,2004,make17,model352
sku121,1999,make16,model410
sku6,2001,make4,model487
