"year","make","model","option","category","subcategory","country"
"1995","Maxim","GO-KART 705","Base","Go Kart","Powersports","USA"
"1996","Maxim","GO-KART 675","Base","Go Kart","Powersports","USA"
"1996","Maxim","GO-KART 708","Base","Go Kart","Powersports","USA"
"1997","Maxim","GO-KART 445","Base","Go Kart","Powersports","USA"
"1997","Maxim","GO-KART 667","Base","Go Kart","Powersports","USA"
"1997","Maxim","GO-KART 708","Base","Go Kart","Powersports","USA"
"1998","Maxim","FUN KART","Base","Go Kart","Powersports","USA"
"1998","Maxim","FUN-KART","Base","Go Kart","Powersports","USA"
"1998","Maxim","GO-KART 335","Base","Go Kart","Powersports","USA"
"1998","Maxim","GO-KART 708","Base","Go Kart","Powersports","USA"
"1999","Maxim","GO-KART 667","Base","Go Kart","Powersports","USA"
"1999","Maxim","GO-KART 708","Base","Go Kart","Powersports","USA"
"2000","Maxim","330","Base","Go Kart","Powersports","USA"
"2000","Maxim","610/710","Base","Go Kart","Powersports","USA"
"2000","Maxim","FUN-KART","Base","Go Kart","Powersports","USA"
"2001","Maxim","FUN KART","Base","Go Kart","Powersports","USA"
"2003","Maxim","610/710","Base","Go Kart","Powersports","USA"
"2003","Maxim","FUN KART","Base","Go Kart","Powersports","USA"
"2004","Maxim","330","Base","Go Kart","Powersports","USA"
"2004","Maxim","610/710","Base","Go Kart","Powersports","USA"
"2005","Maxim","610/710","Base","Go Kart","Powersports","USA"
"2005","Maxim","FUN KART","Base","Go Kart","Powersports","USA"
"2006","Maxim","330","Base","Go Kart","Powersports","USA"
"2008","Maxim","610/710","Base","Go Kart","Powersports","USA"
"2009","Maxim","710","Base","Go Kart","Powersports","USA"
"2009","Maxim","FUN KART","Base","Go Kart","Powersports","USA"
"1996","Melex","625G","Base","Golf Car","Powersports","USA"
"1998","Melex","625G","Base","Golf Car","Powersports","USA"
"1999","Melex","512G","Base","Golf Car","Powersports","USA"
"1999","Melex","625G","Base","Golf Car","Powersports","USA"
"1984","Minati","CONCESSION KART","Base","Go Kart","Powersports","USA"
"1986","Minati","CONCESSION KART","Base","Go Kart","Powersports","USA"
"1989","Minati","CONCESSION KART","Base","Go Kart","Powersports","USA"
"1995","Minati","EAGLE I","Base","Go Kart","Powersports","USA"
"1996","Minati","EAGLE I","Base","Go Kart","Powersports","USA"
"1996","Minati","EAGLE II LXT","Base","Go Kart","Powersports","USA"
"2000","Minati","CONCESSION KART","Base","Go Kart","Powersports","USA"
"1994","Miniature Motorsports","GO-KART","Base","Go Kart","Powersports","USA"
"1990","Moto Guzzi","1000 SP III","Base","Motorcycle","Powersports","USA"
"1991","Moto Guzzi","CALIFORNIA 1000","Base","Motorcycle","Powersports","USA"
"1992","Moto Guzzi","1000S","Base","Motorcycle","Powersports","USA"
"1993","Moto Guzzi","STRADA 1000","Base","Motorcycle","Powersports","USA"
"1994","Moto Guzzi","STRADA 1000","Base","Motorcycle","Powersports","USA"
"1995","Moto Guzzi","SPORT 1100","Base","Motorcycle","Powersports","USA"
"1997","Moto Guzzi","CALIFORNIA","Base","Motorcycle","Powersports","USA"
"1998","Moto Guzzi","CALIFORNIA","Base","Motorcycle","Powersports","USA"
"1998","Moto Guzzi","SPORT 1100","Base","Motorcycle","Powersports","USA"
"1990","Moto-Machine","GO-KART","Base","Go Kart","Powersports","USA"
"1998","Murray","MURRAY JR.","Base","Go Kart","Powersports","USA"
"1999","Murray","ADULT KART","Base","Go Kart","Powersports","USA"
"2006","Murray","ADULT KART","Base","Go Kart","Powersports","USA"
"2006","Murray","JUVENILE KART","Base","Go Kart","Powersports","USA"
"2007","Murray","ADULT KART","Base","Go Kart","Powersports","USA"
"2008","Murray","ADULT KART","Base","Go Kart","Powersports","USA"
"1990","Piaggio","CIAO","Base","Motorcycle","Powersports","USA"
"1990","Piaggio","COSA","Base","Motorcycle","Powersports","USA"
"1990","Piaggio","GILERA EAGLET","Base","Motorcycle","Powersports","USA"
"1990","Piaggio","GILERA RK","Base","Motorcycle","Powersports","USA"
"1990","Piaggio","SFERA","Base","Motorcycle","Powersports","USA"
"1991","Piaggio","BRAVO","Base","Motorcycle","Powersports","USA"
"1991","Piaggio","COSA","Base","Motorcycle","Powersports","USA"
"1991","Piaggio","SFERA","Base","Motorcycle","Powersports","USA"
"1991","Piaggio","VESPA SCOOTER","Base","Motorcycle","Powersports","USA"
"1992","Piaggio","BRAVO","Base","Motorcycle","Powersports","USA"
"1992","Piaggio","GILERA EAGLET","Base","Motorcycle","Powersports","USA"
"1992","Piaggio","GILERA RK","Base","Motorcycle","Powersports","USA"
"1992","Piaggio","SFERA","Base","Motorcycle","Powersports","USA"
"1992","Piaggio","VESPA SCOOTER","Base","Motorcycle","Powersports","USA"
"1993","Piaggio","GILERA TYPHOON","Base","Motorcycle","Powersports","USA"
"1993","Piaggio","SFERA","Base","Motorcycle","Powersports","USA"
"1993","Piaggio","VESPA","Base","Motorcycle","Powersports","USA"
"1993","Piaggio","VESPA SCOOTER","Base","Motorcycle","Powersports","USA"
"1994","Piaggio","BRAVO","Base","Motorcycle","Powersports","USA"
"1994","Piaggio","CIAO","Base","Motorcycle","Powersports","USA"
"1994","Piaggio","GILERA RK","Base","Motorcycle","Powersports","USA"
"1994","Piaggio","HEXAGON 125","Base","Motorcycle","Powersports","USA"
"1994","Piaggio","VESPA","Base","Motorcycle","Powersports","USA"
"1994","Piaggio","VESPA SCOOTER","Base","Motorcycle","Powersports","USA"
"1994","Piaggio","ZIP","Base","Motorcycle","Powersports","USA"
"1995","Piaggio","COSA","Base","Motorcycle","Powersports","USA"
"1995","Piaggio","FREE","Base","Motorcycle","Powersports","USA"
"1995","Piaggio","GILERA EAGLET","Base","Motorcycle","Powersports","USA"
"1995","Piaggio","GILERA RUNNER","Base","Motorcycle","Powersports","USA"
"1995","Piaggio","GILERA STALKER","Base","Motorcycle","Powersports","USA"
"1995","Piaggio","GILERA TYPHOON","Base","Motorcycle","Powersports","USA"
"1995","Piaggio","SI","Base","Motorcycle","Powersports","USA"
"1995","Piaggio","VELOFAX","Base","Motorcycle","Powersports","USA"
"1996","Piaggio","CIAO","Base","Motorcycle","Powersports","USA"
"1996","Piaggio","FREE","Base","Motorcycle","Powersports","USA"
"1996","Piaggio","HEXAGON 125","Base","Motorcycle","Powersports","USA"
"1996","Piaggio","SI","Base","Motorcycle","Powersports","USA"
"1997","Piaggio","BRAVO","Base","Motorcycle","Powersports","USA"
"1997","Piaggio","GENIUS","Base","Motorcycle","Powersports","USA"
"1997","Piaggio","GILERA STALKER","Base","Motorcycle","Powersports","USA"
"1997","Piaggio","GILERA TYPHOON","Base","Motorcycle","Powersports","USA"
"1997","Piaggio","LIBERTY","Base","Motorcycle","Powersports","USA"
"1997","Piaggio","SKIPPER","Base","Motorcycle","Powersports","USA"
"1997","Piaggio","VELOFAX","Base","Motorcycle","Powersports","USA"
"1998","Piaggio","COSA","Base","Motorcycle","Powersports","USA"
"1998","Piaggio","FREE","Base","Motorcycle","Powersports","USA"
"1998","Piaggio","NTT","Base","Motorcycle","Powersports","USA"
"1998","Piaggio","VESPA","Base","Motorcycle","Powersports","USA"
"1999","Piaggio","CIAO","Base","Motorcycle","Powersports","USA"
"1999","Piaggio","CIAO TRE  3-WH","Base","Motorcycle","Powersports","USA"
"1999","Piaggio","GILERA EAGLET","Base","Motorcycle","Powersports","USA"
"1999","Piaggio","VESPA","Base","Motorcycle","Powersports","USA"
"1999","Piaggio","VESPA SCOOTER","Base","Motorcycle","Powersports","USA"
"2000","Piaggio","FREE","Base","Motorcycle","Powersports","USA"
"2000","Piaggio","GILERA RUNNER","Base","Motorcycle","Powersports","USA"
"2000","Piaggio","HEXAGON 125","Base","Motorcycle","Powersports","USA"
"2000","Piaggio","HEXAGON GT250","Base","Motorcycle","Powersports","USA"
"2000","Piaggio","SKIPPER","Base","Motorcycle","Powersports","USA"
"2000","Piaggio","VESPA","Base","Motorcycle","Powersports","USA"
"2000","Piaggio","ZIP","Base","Motorcycle","Powersports","USA"
"2001","Piaggio","GILERA COGUAR","Base","Motorcycle","Powersports","USA"
"2001","Piaggio","GILERA RUNNER","Base","Motorcycle","Powersports","USA"
"2001","Piaggio","GILERA STALKER","Base","Motorcycle","Powersports","USA"
"2001","Piaggio","SFERA","Base","Motorcycle","Powersports","USA"
"2002","Piaggio","CIAO","Base","Motorcycle","Powersports","USA"
"2002","Piaggio","GILERA RUNNER","Base","Motorcycle","Powersports","USA"
"2002","Piaggio","HEXAGON 125","Base","Motorcycle","Powersports","USA"
"2002","Piaggio","HEXAGON 180","Base","Motorcycle","Powersports","USA"
"2002","Piaggio","NRG","Base","Motorcycle","Powersports","USA"
"2002","Piaggio","SI","Base","Motorcycle","Powersports","USA"
"2002","Piaggio","ZIP","Base","Motorcycle","Powersports","USA"
"2003","Piaggio","GILERA COGUAR","Base","Motorcycle","Powersports","USA"
"2003","Piaggio","GILERA EAGLET","Base","Motorcycle","Powersports","USA"
"2003","Piaggio","LIBERTY","Base","Motorcycle","Powersports","USA"
"2003","Piaggio","SFERA","Base","Motorcycle","Powersports","USA"
"2004","Piaggio","FREE","Base","Motorcycle","Powersports","USA"
"2004","Piaggio","GILERA H@K","Base","Motorcycle","Powersports","USA"
"2004","Piaggio","GILERA RUNNER","Base","Motorcycle","Powersports","USA"
"2004","Piaggio","HEXAGON GT250","Base","Motorcycle","Powersports","USA"
"2004","Piaggio","LIBERTY","Base","Motorcycle","Powersports","USA"
"2004","Piaggio","SFERA","Base","Motorcycle","Powersports","USA"
"2004","Piaggio","VESPA","Base","Motorcycle","Powersports","USA"
"2005","Piaggio","HEXAGON GT250","Base","Motorcycle","Powersports","USA"
"1985","Polaris","INDY 650","Base","Snowmobile","Powersports","USA"
"1989","Polaris","TRAIL","Base","Snowmobile","Powersports","USA"
"1990","Polaris","INDY 500 CLASSI","Base","Snowmobile","Powersports","USA"
"1990","Polaris","LITE","Base","Snowmobile","Powersports","USA"
"1990","Polaris","TRAIL BOSS 250","Base","ATV","Powersports","USA"
"1991","Polaris","500 CLASSIC","Base","Snowmobile","Powersports","USA"
"1991","Polaris","LITE","Base","Snowmobile","Powersports","USA"
"1992","Polaris","INDY 400","Base","Snowmobile","Powersports","USA"
"1992","Polaris","LITE","Base","Snowmobile","Powersports","USA"
"1992","Polaris","RXL","Base","Snowmobile","Powersports","USA"
"1992","Polaris","SL 650","Base","Personal Watercraft","Powersports","USA"
"1992","Polaris","TRAIL","Base","Snowmobile","Powersports","USA"
"1992","Polaris","WIDETRAK GT","Base","Snowmobile","Powersports","USA"
"1993","Polaris","440","Base","Snowmobile","Powersports","USA"
"1993","Polaris","500 CLASSIC","Base","Snowmobile","Powersports","USA"
"1993","Polaris","BIG BOSS 350","Base","ATV","Powersports","USA"
"1993","Polaris","SL 750","Base","Personal Watercraft","Powersports","USA"
"1993","Polaris","SPORT","Base","Snowmobile","Powersports","USA"
"1994","Polaris","400L 4X4","Base","ATV","Powersports","USA"
"1994","Polaris","BIG BOSS 300","Base","ATV","Powersports","USA"
"1994","Polaris","TRAIL BLAZER","Base","ATV","Powersports","USA"
"1994","Polaris","XPRESS 300","Base","ATV","Powersports","USA"
"1995","Polaris","440 XCR","Base","Snowmobile","Powersports","USA"
"1995","Polaris","500 EFI","Base","Snowmobile","Powersports","USA"
"1995","Polaris","RXL","Base","Snowmobile","Powersports","USA"
"1995","Polaris","SPORTMAN 400","Base","ATV","Powersports","USA"
"1995","Polaris","TRAIL","Base","Snowmobile","Powersports","USA"
"1995","Polaris","WIDETRAK GT","Base","Snowmobile","Powersports","USA"
"1995","Polaris","XPLORER 300","Base","ATV","Powersports","USA"
"1995","Polaris","XPLORER 400","Base","ATV","Powersports","USA"
"1995","Polaris","XPRESS 300","Base","ATV","Powersports","USA"
"1995","Polaris","XPRESS 400","Base","ATV","Powersports","USA"
"1996","Polaris","440","Base","Snowmobile","Powersports","USA"
"1996","Polaris","440 XCR","Base","Snowmobile","Powersports","USA"
"1996","Polaris","600 XCR SP","Base","Snowmobile","Powersports","USA"
"1996","Polaris","HURRICANE","Base","Personal Watercraft","Powersports","USA"
"1996","Polaris","INDY 500 CLASSI","Base","Snowmobile","Powersports","USA"
"1996","Polaris","SL 700/SLH","Base","Personal Watercraft","Powersports","USA"
"1996","Polaris","TRAIL","Base","Snowmobile","Powersports","USA"
"1996","Polaris","TRAIL BLAZER","Base","ATV","Powersports","USA"
"1996","Polaris","ULTRA","Base","Snowmobile","Powersports","USA"
"1996","Polaris","WIDETRAK GT","Base","Snowmobile","Powersports","USA"
"1996","Polaris","XPRESS 400","Base","ATV","Powersports","USA"
"1997","Polaris","600 RMK","Base","Snowmobile","Powersports","USA"
"1997","Polaris","600 XCR","Base","Snowmobile","Powersports","USA"
"1997","Polaris","PRO785 SLXPRO","Base","Personal Watercraft","Powersports","USA"
"1997","Polaris","SL 700/SLH","Base","Personal Watercraft","Powersports","USA"
"1997","Polaris","SL 780","Base","Personal Watercraft","Powersports","USA"
"1997","Polaris","SL 900","Base","Personal Watercraft","Powersports","USA"
"1997","Polaris","SLT 700/SLTH","Base","Personal Watercraft","Powersports","USA"
"1997","Polaris","SLT 780","Base","Personal Watercraft","Powersports","USA"
"1997","Polaris","XPRESS 400","Base","ATV","Powersports","USA"
"1998","Polaris","500 CLASSIC","Base","Snowmobile","Powersports","USA"
"1998","Polaris","700 SKS","Base","Snowmobile","Powersports","USA"
"1998","Polaris","GENESIS","Base","Personal Watercraft","Powersports","USA"
"1998","Polaris","INDY 500 CLASSI","Base","Snowmobile","Powersports","USA"
"1998","Polaris","INDY XLT","Base","Snowmobile","Powersports","USA"
"1998","Polaris","MAGNUM 500","Base","ATV","Powersports","USA"
"1998","Polaris","SCRAMBLER 400","Base","ATV","Powersports","USA"
"1998","Polaris","SPORT","Base","Snowmobile","Powersports","USA"
"1998","Polaris","SUPER SPORT","Base","Snowmobile","Powersports","USA"
"1998","Polaris","TRAIL","Base","Snowmobile","Powersports","USA"
"1998","Polaris","TRAIL BLAZER","Base","ATV","Powersports","USA"
"1998","Polaris","TRAIL RMK","Base","Snowmobile","Powersports","USA"
"1998","Polaris","ULTRA","Base","Snowmobile","Powersports","USA"
"1998","Polaris","XPLORER 400","Base","ATV","Powersports","USA"
"1998","Polaris","XPRESS 300","Base","ATV","Powersports","USA"
"1999","Polaris","500 RMK","Base","Snowmobile","Powersports","USA"
"1999","Polaris","700 RMK","Base","Snowmobile","Powersports","USA"
"1999","Polaris","MAGNUM 500","Base","ATV","Powersports","USA"
"1999","Polaris","PRO785 SLXPRO","Base","Personal Watercraft","Powersports","USA"
"1999","Polaris","SCRAMBLER 400","Base","ATV","Powersports","USA"
"1999","Polaris","SLT 700/SLTH","Base","Personal Watercraft","Powersports","USA"
"1999","Polaris","SLX","Base","Personal Watercraft","Powersports","USA"
"1999","Polaris","SPORT 400","Base","ATV","Powersports","USA"
"1999","Polaris","SPORTMAN 500","Base","ATV","Powersports","USA"
"1999","Polaris","TRAIL RMK","Base","Snowmobile","Powersports","USA"
"1999","Polaris","WIDETRAK LX","Base","Snowmobile","Powersports","USA"
"1999","Polaris","X 45","Base","Personal Watercraft","Powersports","USA"
"2000","Polaris","340 TOURING","Base","Snowmobile","Powersports","USA"
"2000","Polaris","700 RMK","Base","Snowmobile","Powersports","USA"
"2000","Polaris","DIESEL","Base","ATV","Powersports","USA"
"2000","Polaris","GENESIS","Base","Personal Watercraft","Powersports","USA"
"2000","Polaris","INDY 500 CLASSI","Base","Snowmobile","Powersports","USA"
"2000","Polaris","SPORTMAN 335","Base","ATV","Powersports","USA"
"2000","Polaris","SPORTMAN 500","Base","ATV","Powersports","USA"
"2000","Polaris","TRAIL BOSS 250","Base","ATV","Powersports","USA"
"2000","Polaris","VIRAGE I","Base","Personal Watercraft","Powersports","USA"
"2000","Polaris","WIDETRAK LX","Base","Snowmobile","Powersports","USA"
"2000","Polaris","XPEDITION 325","Base","ATV","Powersports","USA"
"2000","Polaris","XPEDITION 425","Base","ATV","Powersports","USA"
"2000","Polaris","XPLORER 400","Base","ATV","Powersports","USA"
"2000","Polaris","XPRESS 300","Base","ATV","Powersports","USA"
"2001","Polaris","600 RMK","Base","Snowmobile","Powersports","USA"
"2001","Polaris","GENESIS I","Base","Personal Watercraft","Powersports","USA"
"2001","Polaris","INDY 340","Base","Snowmobile","Powersports","USA"
"2001","Polaris","INDY 550 CLASSI","Base","Snowmobile","Powersports","USA"
"2001","Polaris","INDY FRONTIER","Base","Snowmobile","Powersports","USA"
"2001","Polaris","MAGNUM 500","Base","ATV","Powersports","USA"
"2001","Polaris","SPORT TOURING","Base","Snowmobile","Powersports","USA"
"2001","Polaris","SPORTSMAN 6 X 6","Base","ATV","Powersports","USA"
"2001","Polaris","SPORTSMAN 700","Base","ATV","Powersports","USA"
"2001","Polaris","SUPER SPORT","Base","Snowmobile","Powersports","USA"
"2001","Polaris","TRAIL BOSS 325","Base","ATV","Powersports","USA"
"2001","Polaris","VIRAGE","Base","Personal Watercraft","Powersports","USA"
"2001","Polaris","VIRAGE TX","Base","Personal Watercraft","Powersports","USA"
"2001","Polaris","XPEDITION 425","Base","ATV","Powersports","USA"
"2001","Polaris","XPLORER","Base","ATV","Powersports","USA"
"2001","Polaris","XPLORER 400","Base","ATV","Powersports","USA"
"2002","Polaris","120 XC SP","Base","Snowmobile","Powersports","USA"
"2002","Polaris","440 PRO X FAN","Base","Snowmobile","Powersports","USA"
"2002","Polaris","500 CLASSIC TOU","Base","Snowmobile","Powersports","USA"
"2002","Polaris","600 CLASSIC TOU","Base","Snowmobile","Powersports","USA"
"2002","Polaris","600 PRO X","Base","Snowmobile","Powersports","USA"
"2002","Polaris","800 XC SP","Base","Snowmobile","Powersports","USA"
"2002","Polaris","FREEDOM","Base","Personal Watercraft","Powersports","USA"
"2002","Polaris","FRONTIER TOURIN","Base","Snowmobile","Powersports","USA"
"2002","Polaris","MAGNUM 500","Base","ATV","Powersports","USA"
"2002","Polaris","PREDATOR 500","Base","ATV","Powersports","USA"
"2002","Polaris","SL 700/SLH","Base","Personal Watercraft","Powersports","USA"
"2002","Polaris","SPORT TOURING","Base","Snowmobile","Powersports","USA"
"2002","Polaris","SPORTSMAN 400","Base","ATV","Powersports","USA"
"2002","Polaris","TRAIL BLAZER","Base","ATV","Powersports","USA"
"2002","Polaris","TRAIL TOURING","Base","Snowmobile","Powersports","USA"
"2002","Polaris","VIRAGE TXI","Base","Personal Watercraft","Powersports","USA"
"2002","Polaris","XPLORER","Base","ATV","Powersports","USA"
"2003","Polaris","120 PRO X","Base","Snowmobile","Powersports","USA"
"2003","Polaris","500 CLASSIC","Base","Snowmobile","Powersports","USA"
"2003","Polaris","500 XC SP PERFORMANCE","Base","Snowmobile","Powersports","USA"
"2003","Polaris","600 HO SWITCHBACK","Base","Snowmobile","Powersports","USA"
"2003","Polaris","700 SKS","Base","Snowmobile","Powersports","USA"
"2003","Polaris","700 SWITCHBACK","Base","Snowmobile","Powersports","USA"
"2003","Polaris","800 XC SP","Base","Snowmobile","Powersports","USA"
"2003","Polaris","INDY 340 EDGE","Base","Snowmobile","Powersports","USA"
"2003","Polaris","MSX150","Base","Personal Watercraft","Powersports","USA"
